feature_0,feature_1,target
-0.5075345536271381,0.6247214019381838,0
1.4395146594260417,5.777539024676135,1
1.436511318663389,1.8856753926332117,1
-1.0643685677231927,1.4635776773977047,0
-1.4964883816062078,0.7706334812520184,0
-2.2253633283085708,-5.101198962446608,0
0.8183326733232457,2.6863530281030306,1
1.4531204661068107,-2.7692446917640283,1
-4.295543254387534,0.9675686338654633,0
-5.255698273200218,0.7188523609385784,0
3.091334487033304,1.5869065535744717,1
-1.3007991128537997,-2.487926889478251,0
-2.8623038113520094,-2.0652743295041964,0
1.0869801822556462,1.8222383242443443,0
-0.1144348973406546,1.695441741100162,1
0.8393481410547193,-0.6483963040894513,1
-3.9783422133024073,1.815629472162505,0
-0.9801263623155723,-1.255238090143897,0
0.5256992252286269,-3.443878383895313,1
-0.5221573737104055,1.0576081039162686,1
2.5533732794497004,-0.586330495219118,1
-0.5179070142074627,-5.8260571892403155,1
-3.709782868325353,-3.096443315070374,0
1.085027949996068,1.7097478117518319,0
1.4921394402567654,0.0937893625003587,1
-1.717462034089818,0.2959971631134905,1
-1.3205024579105598,-1.4647427593936266,1
-0.023983484259192646,-1.0475268181185986,0
4.243459581880719,0.11700803442928595,1
-2.542879226020859,-3.4867736299805028,0
5.40855134802905,-0.5531709049777183,1
-4.4925665946112705,0.38862211100116073,1
0.7467915838779582,-6.119068816583315,1
-2.930591464150188,2.4048713297188375,0
3.267002905994922,-1.3195209114471416,0
4.089098580015908,1.3176094160862233,1
-1.8917258556511394,-1.7580861307212239,0
0.027270237949460534,3.3784274750624945,0
2.9685410246013797,3.4543225246514657,1
-3.3807241070089544,1.3873705288689928,1
4.518668217550246,4.526252806659298,0
-0.9413101023485658,0.16525830493412622,0
-0.26671085255930016,-1.2769961868556692,0
-0.8264618530392518,-1.0518398911686055,0
-0.8026883325206691,-0.5203730344219308,1
-0.4879022784976316,1.003216735597827,1
-3.8768748159472555,-3.0505380268327893,0
-1.2120854168687314,3.463360850640872,0
-3.3035793780190947,-6.838470369542927,0
-4.27274379052206,-0.7166504397978719,0
-5.970882014155387,-1.7919221382377342,0
-6.1717049590675686,1.52916555123071,0
0.6445749495332751,-2.0058012785464165,0
0.5477169938164422,4.051880521835356,0
-1.1585668711529007,-3.327751546234369,0
0.9780963660674307,3.729536030102974,0
2.321125019625361,3.034902325038651,0
-0.33255652888302,0.8161606923096649,0
-0.36893601863921427,1.0560332568365283,0
3.3179124018649957,2.0202114598119634,1
-2.4724221027888955,-1.8147185955663758,0
-2.617278385276378,-1.2513783999020356,1
0.40484547922246994,2.061068928296175,1
2.095349879171817,-0.4157599133597767,0
2.4991431037299425,-4.425924181667618,1
5.1586708154693985,-0.6000641851047235,1
-1.2882876611435765,4.5659940059043285,0
-3.417343124343727,-0.9177646673316792,0
-2.196684794574941,0.947979833331627,0
-2.788068267126671,-1.7754743924884122,0
1.4051350327023424,2.9500412523485657,0
-2.714366223404356,2.150781453262768,0
-0.9928983258559344,2.312631449655688,0
0.5569042209961859,-2.8073284123831623,1
-3.730356128931735,2.8991049397833772,0
3.378389411637887,-2.8838688782451487,1
1.4854897360088561,0.03601338717521728,1
-0.4077756823329818,2.4656265502028725,1
2.9687616357032094,-3.1664740294791898,1
0.22171795180062207,0.4804020332740427,0
2.8190464126801507,1.5266764615022308,0
1.4379328738353703,2.058540817532312,0
0.16368616119181212,1.3931448136745943,0
-1.0983141844475186,0.38623413962783654,1
-0.6074872795193188,0.0018025028928012488,0
3.051564207228634,-2.8429079273570483,1
2.2039538900269746,5.136663429187413,0
0.8172116840908592,-1.7423159170599447,0
3.9707123869304977,-0.4463624021387863,1
0.860742409395427,3.46419499611204,1
-3.3460447915224254,0.47766458346050356,0
3.152437626303092,-1.8132137899893817,1
-3.305912597426147,-0.32516757180929434,0
2.0618319804340963,4.197370686324374,0
-2.213209884744395,0.24274810191053392,0
-1.8916049902727026,-0.09376321468836696,1
-0.2140674639997533,2.1447550639331316,0
-2.924311100951591,0.44765461557148395,0
0.8465687218843422,-2.088560013364641,1
3.2303073060212224,-0.8479800837453622,0
-2.67026703121544,2.0543837422786404,0
2.8985169777259956,-2.0618133199635813,1
0.3566609813966777,-0.6070842063463731,0
-1.3606408263420824,-0.7242985818446835,0
-1.6835957874336227,-2.7856585598080956,0
-1.0142740991184236,1.94755719234282,0
2.379382748665642,2.6185669468078436,1
-2.195473221648589,-1.2263643779604676,0
-1.9223358530817931,2.3480756117647905,0
-1.1341951660778435,0.04860556015208958,0
3.447282701549355,-0.46253620577330284,1
0.955017612774679,-1.230205412284551,1
-1.489400479298474,0.5659521006681116,0
-2.2272291390258756,-1.5815964216424725,0
2.381084064101871,-3.231461961234073,1
2.9877544403806544,0.2985383905039547,1
1.9988119307967398,-1.5715131778004272,0
1.138229397467214,-0.11409780628997558,1
-5.061966162609552,-1.0943778451420791,0
0.5026998943455829,-3.3237133927988283,1
-0.3149354884199946,-0.271160024788566,0
-4.584938045704353,-1.1542968823279673,1
-1.6774521783097258,0.5470772401192643,1
1.137984783628922,-3.365316546888693,1
-2.8998716601215464,-1.4853701665688126,1
-5.470823141421822,2.5826396888089813,0
2.962941989431057,-3.721662815365441,1
2.9722461316294617,-1.843120622420265,1
-0.02472299048217546,-0.549461029555506,0
-2.5188763985001072,-1.946106923076423,0
-3.221029874268384,0.36160803867556374,0
3.2266604020529006,0.09009080297459143,1
-1.157043368289186,0.8671910794105109,0
3.2332700211064234,0.5545031074240093,0
-3.240128740111365,-1.8368180535446026,1
-2.0658319348770924,-3.330235387446863,0
